Vehicle_No,Date,Time,Location,Lat,Lng,Speed,Vehicle_Status,GPS,Distance-KM,Vehicle_Batt.-V,Route
BJA8742,1/12/2018,1:51:12 PM,"JB Sentral, Jalan Tun Abdul Razak, Bukit Chagar, Johor Bahru, Johor",1.4632808,103.7647113,0,Ignition on; Idling; ,GOOD,0.02,27.33,0
BJA8742,1/12/2018,1:52:13 PM,"JB Sentral, Jalan Tun Abdul Razak, Bukit Chagar, Johor Bahru, Johor",1.4632808,103.7647113,0,Ignition on; Idling; ,GOOD,0,27.2,0
BJA8742,1/12/2018,1:53:13 PM,"JB Sentral, Jalan Tun Abdul Razak, Bukit Chagar, Johor Bahru, Johor",1.4632808,103.7647113,0,Ignition on; Idling; ,GOOD,0,27.07,0
BJA8742,1/12/2018,1:54:13 PM,"JB Sentral, Jalan Tun Abdul Razak, Bukit Chagar, Johor Bahru, Johor",1.4632808,103.7647113,0,Ignition on; Idling; ,GOOD,0,27.2,0
BJA8742,1/12/2018,1:55:13 PM,"JB Sentral, Jalan Tun Abdul Razak, Bukit Chagar, Johor Bahru, Johor",1.4632808,103.7647113,0,Ignition on; Idling; ,GOOD,0,26.81,0
BJA8742,1/12/2018,1:56:14 PM,"JB Sentral, Jalan Tun Abdul Razak, Bukit Chagar, Johor Bahru, Johor",1.4632808,103.7647113,0,Ignition on; Idling; ,GOOD,0,27.33,0
BJA8742,1/12/2018,1:57:14 PM,"JB Sentral, Jalan Tun Abdul Razak, Bukit Chagar, Johor Bahru, Johor",1.4632808,103.7647113,0,Ignition on; Idling; ,GOOD,0,26.94,0
BJA8742,1/12/2018,1:58:14 PM,"JB Sentral, Jalan Tun Abdul Razak, Bukit Chagar, Johor Bahru, Johor",1.4632808,103.7647113,0,Ignition on; Idling; ,GOOD,0,27.33,0
BJA8742,1/12/2018,1:59:14 PM,"JB Sentral, Jalan Tun Abdul Razak, Bukit Chagar, Johor Bahru, Johor",1.4632808,103.7647113,0,Ignition on; Idling; ,GOOD,0,27.07,0
BJA8742,1/12/2018,2:00:00 PM,"JB Sentral, Jalan Tun Abdul Razak, Bukit Chagar, Johor Bahru, Johor",1.4632808,103.7647113,0,Ignition on; Idling; ,GOOD,0,27.2,0
BJA8742,1/12/2018,2:00:57 PM,"JB Sentral, Jalan Tun Abdul Razak, Bukit Chagar, Johor Bahru, Johor",1.4632808,103.7647113,0,Ignition on; Idling; ,GOOD,0.01,26.94,0
BJA8742,1/12/2018,2:05:01 PM,"JB Sentral, Jalan Tun Abdul Razak, Bukit Chagar, Johor Bahru, Johor",1.4632808,103.7647113,0,Ignition on; Idling; ,GOOD,0,27.2,0
BJA8742,1/12/2018,2:06:01 PM,"JB Sentral, Jalan Tun Abdul Razak, Bukit Chagar, Johor Bahru, Johor",1.4632808,103.7647113,0,Ignition on; Idling; ,GOOD,0,27.2,0
BJA8742,1/12/2018,2:07:01 PM,"JB Sentral, Jalan Tun Abdul Razak, Bukit Chagar, Johor Bahru, Johor",1.4632808,103.7647113,0,Ignition on; Idling; ,GOOD,0,27.2,2
BJA8742,1/12/2018,2:08:01 PM,"Caltex, Bukit Chagar, Johor Bahru, Johor",1.4637792,103.7636881,25.93,Ignition on; Moving; ,GOOD,0.22,27.33,2
BJA8742,1/12/2018,2:09:02 PM,"81, Jalan Jim Quee, Bukit Chagar, Johor Bahru, Johor",1.4612439,103.7664268,46.3,Ignition on; Moving; ,GOOD,0.54,27.46,2
BJA8742,1/12/2018,2:10:02 PM,"Jalan Jim Quee, Bukit Chagar, Johor Bahru, Johor",1.4625633,103.7656593,0,Ignition on; Idling; ,GOOD,0.17,27.07,2
BJA8742,1/12/2018,2:11:02 PM,"Danga City Mall, No. L2-02, Jalan Tun Abdul Razak, Johor, Johor Bahru",1.4745443,103.7554374,50,Ignition on; Moving; ,GOOD,0.33,27.33,2
BJA8742,1/12/2018,2:12:02 PM,"52, Johor Bahru, Johor",1.4807643,103.7232295,57.41,Ignition on; Moving; ,GOOD,0.94,27.46,2
BJA8742,1/12/2018,2:13:03 PM,"52, Johor Bahru, Johor",1.4807643,103.7232295,62.97,Ignition on; Moving; ,GOOD,0.91,27.2,2
BJA8742,1/12/2018,2:14:03 PM,"Hospital Sultanah Aminah, Johor Bahru, Johor",1.4603476,103.7450445,46.3,Ignition on; Moving; ,GOOD,0.47,27.07,2
BJA8742,1/12/2018,2:15:03 PM,"KM. 3, Jalan Bertingkat Skudai, Johor Bahru, Johor",1.486549,103.715546,75.93,Ignition on; Moving; ,GOOD,1.04,26.94,2
BJA8742,1/12/2018,2:16:03 PM,"52, Johor Bahru, Johor",1.4807643,103.7232295,70.38,Ignition on; Moving; ,GOOD,1.26,27.2,2
BJA8742,1/12/2018,2:17:04 PM,"Danga Bay Convention Centre, Lebuhraya Sultan Iskandar, Danga Bay, Johor Bahru, Johor",1.4749775,103.7239763,66.67,Ignition on; Moving; ,GOOD,1.09,27.07,2
BJA8742,1/12/2018,2:18:04 PM,"2011, Lebuhraya Sultan Iskandar, Danga Bay, Johor Bahru, Johor",1.4800542,103.7232556,33.34,Ignition on; Moving; ,GOOD,0.45,27.46,2
BJA8742,1/12/2018,2:19:04 PM,"34b, Jalan Bertingkat Skudai, Danga Bay, Johor Bahru, Johor",1.483645,103.7208089,12.96,Ignition on; Moving; ,GOOD,0.61,27.07,2
BJA8742,1/12/2018,2:20:04 PM,"No. 30, Jalan Padi Ria 13, Bandar Baru Uda, Johor, Tampoi, Johor Bahru",1.4992757,103.7183162,53.71,Ignition on; Moving; ,GOOD,0.65,27.07,2
BJA8742,1/12/2018,2:21:05 PM,"8, Jalan Kupang 1, Kampung Skudai Kiri, Johor Bahru, Johor",1.4897473,103.7096027,55.56,Ignition on; Moving; ,GOOD,0.78,27.33,2
BJA8742,1/12/2018,2:22:05 PM,"6, Jalan Mata Kucing, Kampung Pasir, Johor Bahru, Johor",1.4958939,103.701959,48.15,Ignition on; Moving; ,GOOD,0.95,26.55,2
BJA8742,1/12/2018,2:23:05 PM,"1, Johor Bahru, Johor",1.4888791,103.7407584,14.82,Ignition on; Moving; ,GOOD,0.24,27.33,2
BJA8742,1/12/2018,2:24:06 PM,"3, Jalan Kedondong, Batu 6, Johor Bahru, Johor",1.5006852,103.6952274,27.78,Ignition on; Moving; ,GOOD,0.72,27.07,2
BJA8742,1/12/2018,2:25:06 PM,"1, Johor Bahru, Johor",1.4888791,103.7407584,50,Ignition on; Moving; ,GOOD,0.58,27.2,2
BJA8742,1/12/2018,2:26:06 PM,"Jalan Skudai, Taman Dato Penggawa Barat, Taman Tampoi Indah, Skudai, Johor",1.5080401,103.6893318,5.56,Ignition on; Moving; ,GOOD,0.55,26.55,2
BJA8742,1/12/2018,2:27:06 PM,"29-1, Jalan Titiwangsa, Taman Tampoi Indah,, Johor Bahru, Johor,",1.5073295,103.6872731,16.67,Ignition on; Moving; ,GOOD,0.06,27.33,2
BJA8742,1/12/2018,2:28:06 PM,"No. 8, Jalan Mewah Ria 1/2, Taman Bukit Mewah, Johor, Johor Bahru",1.5118291,103.6854253,46.3,Ignition on; Moving; ,GOOD,0.58,27.46,2
BJA8742,1/12/2018,2:29:07 PM,"1, Johor Bahru, Johor",1.4888791,103.7407584,0,Ignition on; Idling; ,GOOD,0.43,27.33,2
BJA8742,1/12/2018,2:30:07 PM,"46, Jalan Pertama 1, Taman Tampoi Indah 2, Skudai, Johor",1.5198135,103.680717,66.67,Ignition on; Moving; ,GOOD,0.56,26.94,2
BJA8742,1/12/2018,2:31:07 PM,"1, Johor Bahru, Johor",1.4888791,103.7407584,53.71,Ignition on; Moving; ,GOOD,1.06,27.33,2
BJA8742,1/12/2018,2:32:07 PM,"1, Skudai, Skudai, Johor",1.5373801,103.6627222,9.26,Ignition on; Moving; ,GOOD,0.37,27.33,2
BJA8742,1/12/2018,2:33:08 PM,"Mobil, Taman Nesa, Johor Bahru, Johor",1.527004,103.6540595,74.08,Ignition on; Moving; ,GOOD,0.79,27.46,2
BJA8742,1/12/2018,2:34:08 PM,"2, Jalan Ara 1, Taman Sri Pulai, Johor Bahru, Johor",1.5624067,103.6185164,48.15,Ignition on; Moving; ,GOOD,0.43,27.33,2
BJA8742,1/12/2018,2:35:08 PM,"30, 1, Skudai, Skudai, Johor",1.5397207,103.6608939,0,Ignition on; Idling; ,GOOD,0.5,26.81,2
BJA8742,1/12/2018,2:36:08 PM,"Koperasi Usahawan Pekan Rabu Berhad, Jalan Skudai Batu 6, Johor, Johor Bahru",1.5424915,103.6585808,57.41,Ignition on; Moving; ,GOOD,0.36,27.46,2
BJA8742,1/12/2018,2:37:09 PM,"Jalan Sri Skudai, Taman Sri Putri, Skudai, Johor",1.5447582,103.6571937,0,Ignition on; Idling; ,GOOD,0.37,26.94,2
BJA8742,1/12/2018,2:38:09 PM,"1, Skudai, Skudai, Johor",1.5373801,103.6627222,70.38,Ignition on; Moving; ,GOOD,0.85,26.94,2
BJA8742,1/12/2018,2:39:09 PM,"1, Skudai, Skudai, Johor",1.5373801,103.6627222,74.08,Ignition on; Moving; ,GOOD,1.21,27.33,2
BJA8742,1/12/2018,2:40:09 PM,"1, Senai, Johor",1.6017462,103.6450745,81.49,Ignition on; Moving; ,GOOD,1.24,27.33,2
BJA8742,1/12/2018,2:41:10 PM,"118 Senai Estate, Lebuhraya Senai, Senai, Johor",1.58375,103.6524117,74.08,Ignition on; Moving; ,GOOD,1.24,27.2,2
BJA8742,1/12/2018,2:42:10 PM,"BHPetrol, PTD 72108, Jalan Senai 2, Johor, Senai",1.5915277,103.6471779,55.56,Ignition on; Moving; ,GOOD,1.13,27.46,2
BJA8742,1/12/2018,2:43:10 PM,"No. 40 &, Jalan Impian Senai 4 & Jalan Impian Senai Utama, Taman Impian Senai, Senai, Johor",1.5961856,103.6457139,24.08,Ignition on; Moving; ,GOOD,0.53,27.46,2
BJA8742,1/12/2018,2:44:11 PM,"8 &amp; 9 Jalan KLC1 Kulim,",5.3842508,100.5459922,16.67,Ignition on; Moving; ,GOOD,0.35,26.68,2
BJA8742,1/12/2018,2:45:11 PM,"12, Jalan Belimbing, Main Road, Senai,, Senai, Johor,",1.6002938,103.6445669,11.11,Ignition on; Moving; ,GOOD,0.12,27.07,2
BJA8742,1/12/2018,2:46:11 PM,"No 41 Jalan Raya, Senai, Senai Johor, Johor",1.6044374,103.6470801,51.86,Ignition on; Moving; ,GOOD,0.5,26.94,2
BJA8742,1/12/2018,2:47:11 PM,"158, Jalan Senai Utama 5/17, Taman Senai Utama, Senai, Johor",1.612388,103.6469769,46.3,Ignition on; Moving; ,GOOD,0.91,26.55,2
BJA8742,1/12/2018,2:48:11 PM,"No 75 Kampung Baru, Senai, Johor",1.617094,103.646397,57.41,Ignition on; Moving; ,GOOD,0.45,27.07,2
BJA8742,1/12/2018,2:49:12 PM,"1, Taman Saleng Maju, Senai, Johor",1.6244712,103.642394,29.63,Ignition on; Moving; ,GOOD,0.85,26.81,2
BJA8742,1/12/2018,2:50:12 PM,"Lot 31, 3781 (Plot 4), Main Road, Mukim Senai Kulai, Saleng, Johor, Senai",1.6259869,103.6405362,25.93,Ignition on; Moving; ,GOOD,0.44,27.33,2
BJA8742,1/12/2018,2:51:12 PM,"1, Taman Selang Jaya, Senai, Johor",1.6283962,103.6381881,37.04,Ignition on; Moving; ,GOOD,0.37,26.94,2
BJA8742,1/12/2018,2:52:12 PM,"202, Jalan Tenggiri, Taman Sri Saleng, Kulai, Johor",1.6287823,103.635894,18.52,Ignition on; Moving; ,GOOD,0.31,26.94,2
BJA8742,1/12/2018,2:53:13 PM,"Petronas, Kampung Baru Saleng, Senai, Johor",1.6313023,103.6344033,20.37,Ignition on; Moving; ,GOOD,0.37,27.33,2
BJA8742,1/12/2018,2:54:13 PM,"81400 Lot No. K48, TJ Mart BT 17 1/2 Jalan Air Hitam, Saleng Senai Johor",1.631681,103.631381,0,Ignition on; Idling; ,GOOD,0.28,26.81,2
BJA8742,1/12/2018,2:55:13 PM,"Lot 1374, Mukin Senai-Kulai Saleng Main Road, Johor, Senai",1.6347607,103.6305454,9.26,Ignition on; Moving; ,GOOD,0.19,26.94,2
BJA8742,1/12/2018,2:56:13 PM,"Lot 1374, Mukin Senai-Kulai Saleng Main Road, Johor, Senai",1.6347607,103.6305454,20.37,Ignition on; Moving; ,GOOD,0.01,26.94,2
BJA8742,1/12/2018,2:57:14 PM,"Lot 1151, Jalan Kasturi 36/41, Indahpura Car City,, Kulai, Johor,",1.6377019,103.6266908,31.48,Ignition on; Moving; ,GOOD,0.67,27.33,2
BJA8742,1/12/2018,2:58:14 PM,"22, Jalan Seri Putra 1, Bandar Putra, Kulai, Johor",1.640617,103.624069,48.15,Ignition on; Moving; ,GOOD,0.31,26.43,2
BJA8742,1/12/2018,2:59:14 PM,"685, Jalan Susur Kulai 1, Taman Sri Kulai Baru, Kulai, Johor",1.6455138,103.616438,40.74,Ignition on; Moving; ,GOOD,1.03,26.81,2
BJA8742,1/12/2018,3:01:00 PM,"Jalan Susur Kulai 1 Jalan Besar, 2, Batu 19.5, Kulai",1.6491265,103.6121488,3.7,Ignition on; Idling; ,GOOD,0.65,26.81,2
BJA8742,1/12/2018,3:02:00 PM,"No23-1, Main Road Jalan Susur Kulai, Taman Serya, Johor, Kulai",1.6517949,103.6114763,1.85,Ignition on; Idling; ,GOOD,0.27,27.07,2
BJA8742,1/12/2018,3:03:00 PM,"19, Jalan Besar, Taman Kulai Besar, Kulai, Johor",1.653165,103.6097602,29.63,Ignition on; Moving; ,GOOD,0.22,27.46,2
BJA8742,1/12/2018,3:04:01 PM,"No 152 & 153 Jalan Susur 3, Kulai, Johor",1.6595373,103.6058419,48.15,Ignition on; Moving; ,GOOD,0.83,27.33,2
BJA8742,1/12/2018,3:05:01 PM,"4, Jalan Besar, Taman Kulai, Kulai, Johor",1.6607304,103.603972,1.85,Ignition on; Idling; ,GOOD,0.27,27.2,2
BJA8742,1/12/2018,3:06:01 PM,"1E, Jalan Besar Kulai, Kulai,, Kulai, Johor,",1.6458539,103.6158015,18.52,Ignition on; Moving; ,GOOD,0.02,27.46,2
BJA8742,1/12/2018,3:07:01 PM,"TLD 777, Jalan Besar, Taman Mewah, Kulai, Johor",1.6629318,103.5996339,3.7,Ignition on; Idling; ,GOOD,0.48,26.55,2
BJA8742,1/12/2018,3:08:02 PM,"PTD 1334 & 1335, Jalan Lengkongan, Kulai, Johor",1.6624636,103.5991904,16.67,Ignition on; Moving; ,GOOD,0.11,27.07,2
BJA8742,1/12/2018,3:09:02 PM,"Terminal Bas Kulai, Taman Kulai, Kulai, Johor",1.6626225,103.5988947,0,Ignition on; Idling; ,GOOD,0.01,27.07,2
BJA8742,1/12/2018,3:10:02 PM,"Lot 1-41 Hypermarket Jalan Anggerik 8 Taman Kulai Utama 81000 Kulai Bahru, Kulai, Johor",1.6636166,103.597296,0,Ignition on; Idling; ,GOOD,0.27,26.81,0
BJA8742,1/12/2018,3:11:02 PM,"No. 22, Jalan Susur Kulai 4, Johor, Kulai",1.6663489,103.591595,40.74,Ignition on; Moving; ,GOOD,0.63,26.94,0
BJA8742,1/12/2018,3:12:02 PM,"Lot 7318 Jalan Air Hitam Batu 21,, Kulai, Johor,",1.6674044,103.5892073,29.63,Ignition on; Moving; ,GOOD,0.48,27.2,0
BJA8742,1/12/2018,3:13:03 PM,"240, Jalan Pinang 1, Taman Kota Kulai, Kulai, Johor",1.668379,103.5835846,42.6,Ignition on; Moving; ,GOOD,0.46,27.33,0
BJA8742,1/12/2018,3:14:03 PM,"29, Jalan Pinang, Taman Kota Kulai, Kulai, Johor",1.6684895,103.5800992,24.08,Ignition on; Moving; ,GOOD,0.45,27.46,0
BJA8742,1/12/2018,3:15:03 PM,"253, Jalan Nibong 3, Taman Kota Kulai, Kulai, Johor",1.6672269,103.5768103,16.67,Ignition on; Moving; ,GOOD,0.36,27.46,0
BJA8742,1/12/2018,3:16:03 PM,"408, Jalan Saga 4, Taman Saga, Kulai, Johor",1.6653237,103.57873,33.34,Ignition on; Moving; ,GOOD,0.27,27.07,0
BJA8742,1/12/2018,3:17:04 PM,"6, Jalan Sri Putri 1/1, Taman Putri Kulai, Kulai, Johor",1.6642615,103.5784676,24.08,Ignition on; Moving; ,GOOD,0.19,26.94,0
BJA8742,1/12/2018,3:18:04 PM,"Persiaran Sri Putri 3, Taman Putri Kulai, Kulai, Johor",1.6585285,103.5782471,31.48,Ignition on; Moving; ,GOOD,0.38,27.46,0
BJA8742,1/12/2018,3:19:04 PM,"4756-02, Jalan Sri Putri 5, Taman Putri Kulai, Kulai, Johor",1.6584844,103.5788225,16.67,Ignition on; Moving; ,GOOD,0.43,27.46,0
BJA8742,1/12/2018,3:20:04 PM,"4095, Jalan Sri Putri 7, Taman Putri Kulai, Kulai, Johor",1.6565018,103.582901,12.96,Ignition on; Moving; ,GOOD,0.49,27.46,0
BJA8742,1/12/2018,3:21:05 PM,"3550, Jalan Putri 11/9, Taman Putri Kulai, Kulai, Johor",1.6522744,103.5817354,42.6,Ignition on; Moving; ,GOOD,0.54,27.33,0
BJA8742,1/12/2018,3:22:05 PM,"7003, Jalan Sri Putri 14/1, Taman Putri Kulai, Kulai, Johor",1.6504747,103.578988,25.93,Ignition on; Moving; ,GOOD,0.3,26.94,0
BJA8742,1/12/2018,3:23:05 PM,"1769, Persiaran Sri Putri, Taman Putri Kulai, Kulai, Johor",1.6523826,103.5770605,24.08,Ignition on; Moving; ,GOOD,0.31,27.2,0
BJA8742,1/12/2018,3:24:05 PM,"1758, Jalan Sri Putri 4, Taman Putri Kulai, Kulai, Johor",1.6550923,103.5744845,22.22,Ignition on; Moving; ,GOOD,0.35,26.94,0
BJA8742,1/12/2018,3:25:06 PM,"1555, Jalan Sri Putri 4/8, Taman Putri Kulai, Kulai, Johor",1.6539736,103.5731448,12.96,Ignition on; Moving; ,GOOD,0.14,27.07,0
BJA8742,1/12/2018,3:26:06 PM,"1657, Jalan Sri Putri 4/2, Taman Putri Kulai, Kulai, Johor",1.6555767,103.5720827,0,Ignition on; Idling; ,GOOD,0.28,27.2,0
BJA8742,1/12/2018,3:27:06 PM,"1657, Jalan Sri Putri 4/2, Taman Putri Kulai, Kulai, Johor",1.6555767,103.5720827,0,Ignition on; Idling; ,GOOD,0,27.2,0
BJA8742,1/12/2018,3:28:06 PM,"1657, Jalan Sri Putri 4/2, Taman Putri Kulai, Kulai, Johor",1.6555767,103.5720827,0,Ignition on; Idling; ,GOOD,0,26.81,0
BJA8742,1/12/2018,3:29:07 PM,"1657, Jalan Sri Putri 4/2, Taman Putri Kulai, Kulai, Johor",1.6555767,103.5720827,0,Ignition on; Idling; ,GOOD,0,27.33,0
BJA8742,1/12/2018,3:30:07 PM,"1657, Jalan Sri Putri 4/2, Taman Putri Kulai, Kulai, Johor",1.6555767,103.5720827,0,Ignition on; Idling; ,GOOD,0,26.43,0
BJA8742,1/12/2018,3:31:07 PM,"1657, Jalan Sri Putri 4/2, Taman Putri Kulai, Kulai, Johor",1.6555767,103.5720827,0,Ignition on; Idling; ,GOOD,0,26.81,0
BJA8742,1/12/2018,3:32:07 PM,"1657, Jalan Sri Putri 4/2, Taman Putri Kulai, Kulai, Johor",1.6555767,103.5720827,0,Ignition on; Idling; ,GOOD,0,26.94,0
BJA8742,1/12/2018,3:33:08 PM,"1657, Jalan Sri Putri 4/2, Taman Putri Kulai, Kulai, Johor",1.6555767,103.5720827,0,Ignition on; Idling; ,GOOD,0,27.2,0
BJA8742,1/12/2018,3:34:08 PM,"1657, Jalan Sri Putri 4/2, Taman Putri Kulai, Kulai, Johor",1.6555767,103.5720827,0,Ignition on; Idling; ,GOOD,0,27.2,0
BJA8742,1/12/2018,3:35:08 PM,"1729, Jalan Sri Putri 4, Taman Putri Kulai, Kulai, Johor",1.656463,103.5731279,14.82,Ignition on; Moving; ,GOOD,0.14,27.46,0
BJA8742,1/12/2018,3:36:08 PM,"752A, Jalan Sri Putri 2, Taman Putri, Kulai,, Kulai, Johor,",1.6557515,103.5741405,31.48,Ignition on; Moving; ,GOOD,0.35,26.94,0
BJA8742,1/12/2018,3:37:09 PM,"561, Jalan Sri Putri 2/1, Taman Putri Kulai, Kulai, Johor",1.659328,103.5707687,0,Ignition on; Idling; ,GOOD,0.03,26.68,0
BJA8742,1/12/2018,3:38:09 PM,"561, Jalan Sri Putri 2/1, Taman Putri Kulai, Kulai, Johor",1.659328,103.5707687,18.52,Ignition on; Moving; ,GOOD,0.01,26.68,0
BJA8742,1/12/2018,3:39:09 PM,"283, Jalan Sri Putri 1/15, Taman Putri Kulai, Kulai, Johor",1.6639194,103.5739957,48.15,Ignition on; Moving; ,GOOD,0.64,27.46,0
BJA8742,1/12/2018,3:40:09 PM,"119, Jalan Pinang 1, Taman Kota Kulai, Kulai, Johor",1.6677705,103.5773732,18.52,Ignition on; Moving; ,GOOD,0.55,27.2,0
BJA8742,1/12/2018,3:41:09 PM,"24, Jalan Pinang, Taman Kota Kulai, Kulai, Johor",1.6683142,103.579473,50,Ignition on; Moving; ,GOOD,0.34,27.33,0
BJA8742,1/12/2018,3:42:10 PM,"58, Jalan Pinang, Taman Kota Kulai, Kulai, Johor",1.6686055,103.5817089,0,Ignition on; Idling; ,GOOD,0.23,27.33,0
BJA8742,1/12/2018,3:43:10 PM,"2, Jalan Pelanduk, Taman Pertama, Kulai, Johor",1.6693069,103.585454,50,Ignition on; Moving; ,GOOD,0.33,27.2,0
BJA8742,1/12/2018,3:45:11 PM,"5, Jalan Susur Kulai 4, Taman Kulai Utama, Kulai, Johor",1.6658448,103.5927015,50,Ignition on; Moving; ,GOOD,0.95,26.68,0
BJA8742,1/12/2018,3:46:11 PM,"64, Jalan Bunga Raya, Kulai, Kulai, Johor",1.6656974,103.588568,44.45,Ignition on; Moving; ,GOOD,0.98,27.2,0
BJA8742,1/12/2018,3:47:11 PM,"PTB 1306 & PTB 1307, Jalan Tun Mutahir 1,Jalan Besar, Kulai, Johor,",1.6611634,103.6036642,9.26,Ignition on; Moving; ,GOOD,0.36,27.2,0
BJA8742,1/12/2018,3:48:11 PM,"Jalan Besar, Taman Mewah, Kulai, Johor",1.6617842,103.6020086,16.67,Ignition on; Moving; ,GOOD,0.13,27.46,1
BJA8742,1/12/2018,3:49:12 PM,"193 & 195, Batu 19, Kulai Besar, Kulai,, Kulai, Johor,",1.655537,103.609174,42.6,Ignition on; Moving; ,GOOD,0.72,26.94,1
BJA8742,1/12/2018,3:50:12 PM,"19, Jalan Besar, Taman Kulai Besar, Kulai, Johor",1.653165,103.6097602,0,Ignition on; Idling; ,GOOD,0.29,27.33,1
BJA8742,1/12/2018,3:51:12 PM,"No. 10, Jalan Susur Kulai 2, Taman Kulai Kulai Besar, Kulai,, Kulai, Johor,",1.6497348,103.6118347,29.63,Ignition on; Moving; ,GOOD,0.44,27.46,1
BJA8742,1/12/2018,3:52:12 PM,"685, Jalan Susur Kulai 1, Taman Sri Kulai Baru, Kulai, Johor",1.6455138,103.616438,40.74,Ignition on; Moving; ,GOOD,0.67,26.81,1
BJA8742,1/12/2018,3:53:13 PM,"799, Jalan Susur Kulai 1, Taman Sri Kulai Baru, Kulai, Johor",1.6436727,103.6198503,53.71,Ignition on; Moving; ,GOOD,0.5,27.2,1
BJA8742,1/12/2018,3:54:13 PM,"9, Jalan Sri Putra 1, Bandar Putra Kulai, Kulai,, Kulai, Johor,",1.6399329,103.624771,0,Ignition on; Idling; ,GOOD,0.68,27.2,1
BJA8742,1/12/2018,3:55:13 PM,"TJ Mart, 5035, Jalan Air Hitam, Saleng, Batu 17 1/2,, Senai, Johor",1.6667574,103.5881173,51.86,Ignition on; Moving; ,GOOD,0.58,27.33,1
BJA8742,1/12/2018,3:56:13 PM,"1, Kulai, Johor",1.6627898,103.5996619,14.82,Ignition on; Moving; ,GOOD,0.59,27.2,1
BJA8742,1/12/2018,3:57:14 PM,"1, Kulai, Johor",1.6627898,103.5996619,53.71,Ignition on; Moving; ,GOOD,0.32,27.33,1
BJA8742,1/12/2018,3:58:14 PM,"1, Senai, Johor",1.6017462,103.6450745,59.26,Ignition on; Moving; ,GOOD,1.14,27.33,1
BJA8742,1/12/2018,3:59:14 PM,"No 75 Kampung Baru, Senai, Johor",1.617094,103.646397,57.41,Ignition on; Moving; ,GOOD,0.95,26.94,1
BJA8742,1/12/2018,4:00:00 PM,"158, Jalan Senai Utama 5/17, Taman Senai Utama, Senai, Johor",1.612388,103.6469769,0,Ignition on; Idling; ,GOOD,0.55,27.33,1
BJA8742,1/12/2018,4:01:00 PM,"1765, Jalan Senai Utama 1/2, Taman Senai Utama, Senai,, Senai, Johor,",1.6104425,103.6471865,31.48,Ignition on; Moving; ,GOOD,0.36,27.46,1
BJA8742,1/12/2018,4:02:00 PM,"Lebuhraya Senai, Senai, Johor, Malaysia,",1.6108732,103.6473734,5.56,Ignition on; Moving; ,GOOD,0.29,27.2,1
BJA8742,1/12/2018,4:03:00 PM,"1, Taman Bahagia, Senai, Johor",1.5990708,103.6452738,9.26,Ignition on; Moving; ,GOOD,0.13,26.94,1
BJA8742,1/12/2018,4:04:01 PM,"No 41 Jalan Raya, Senai, Senai Johor, Johor",1.6044374,103.6470801,11.11,Ignition on; Moving; ,GOOD,0.14,26.68,1
BJA8742,1/12/2018,4:05:01 PM,"Caltex, Taman Bahagia, Senai, Johor",1.628586,103.6373018,27.78,Ignition on; Moving; ,GOOD,0.2,27.07,1
BJA8742,1/12/2018,4:06:01 PM,"No 176-B, Jalan Belimbing 1, Johor, Senai",1.6000037,103.6449616,0,Ignition on; Idling; ,GOOD,0.35,26.81,1
BJA8742,1/12/2018,4:07:01 PM,"No 176-B, Jalan Belimbing 1, Johor, Senai",1.6000037,103.6449616,0,Ignition on; Idling; ,GOOD,0,26.81,1
BJA8742,1/12/2018,4:08:01 PM,"26, Jalan Impian Senai Utama, Taman Impian Senai, Senai, Johor",1.593748,103.6469279,55.56,Ignition on; Moving; ,GOOD,0.55,27.33,1
BJA8742,1/12/2018,4:09:02 PM,"1, Senai, Johor",1.6017462,103.6450745,70.38,Ignition on; Moving; ,GOOD,1.08,26.94,1
BJA8742,1/12/2018,4:10:02 PM,"1, Senai, Johor",1.6017462,103.6450745,81.49,Ignition on; Moving; ,GOOD,1.18,27.2,1
BJA8742,1/12/2018,4:11:02 PM,"1, Senai, Johor",1.6017462,103.6450745,85.19,Ignition on; Moving; ,GOOD,1.36,26.94,1
BJA8742,1/12/2018,4:12:03 PM,"1, Skudai, Skudai, Johor",1.5373801,103.6627222,64.82,Ignition on; Moving; ,GOOD,1.27,27.2,1
BJA8742,1/12/2018,4:13:03 PM,"5710, Jalan Bertingkat Skudai, Skudai, Johor Bahru, Johor",1.5468519,103.6571623,42.6,Ignition on; Moving; ,GOOD,1.05,27.2,1
BJA8742,1/12/2018,4:14:03 PM,"18, JaIan Dedap 15, Taman Johor Jaya, Johor Bahru,, Johor Bahru, Johor,",1.5426953,103.7999478,22.22,Ignition on; Moving; ,GOOD,0.35,27.33,1
BJA8742,1/12/2018,4:15:03 PM,"Skudai Parade, 03-51, Jalan Skudai Batu 10, Skudai, Skudai, Johor",1.5408432,103.660337,16.67,Ignition on; Moving; ,GOOD,0.31,26.94,1
BJA8742,1/12/2018,4:16:04 PM,"01-51 01-52 01-53, Jalan Skudai Batu 10, Skudai, Skudai, Johor",1.5415726,103.6599695,7.41,Ignition on; Moving; ,GOOD,0.16,26.43,1
BJA8742,1/12/2018,4:17:04 PM,"No. 4233, Jalan SkudaiBatu 53/4, Johor, Johor Bahru",1.539338,103.66093,9.26,Ignition on; Moving; ,GOOD,0.16,27.2,1
